case_id,customer_id,created_date,closed_date,channel,department,team_name,agent_name,issue_category,issue_subcategory,priority,status,first_response_time_minutes,resolution_time_hours,sla_target_hours,sla_met_flag,reopened_flag,csat_score,escalation_flag,transfer_count,region,shift,resolution_type,root_cause_group,customer_type,queue_name
107635,8542,2025-03-08 08:56:00,2025-03-11 08:20:00,Portal,IT Support,Tech Support,Tech_Agent_6,Technical,Login Issue,Low,Closed,89,71.4,48,0,0,3.7,0,0,West,Night,Resolved,Queue Imbalance,SMB,Escalation Queue
107636,6655,2025-03-08 17:36:00,2025-03-09 01:30:00,Portal,IT Support,Tech Support,Tech_Agent_1,General,Information Request,Medium,Resolved,23,7.9,24,1,0,4.4,0,0,Central,Night,Resolved,Queue Imbalance,SMB,VIP Queue
107637,6025,2025-03-08 14:44:00,2025-03-09 01:02:00,Email,Finance Ops,Billing Support,Billing_Agent_6,Retention,Plan Change,High,Closed,20,10.3,12,1,0,3.6,1,0,South,Night,Escalated,System Configuration,SMB,Technical Queue
107638,5694,2025-03-08 22:47:00,2025-03-11 00:29:00,Phone,Customer Success,Retention Desk,Retention_Agent_3,Retention,Service Complaint,Low,Closed,62,49.7,48,0,0,4.2,0,1,West,Morning,Pending Third Party,System Configuration,SMB,VIP Queue
107639,8169,2025-03-08 05:13:00,2025-03-08 16:43:00,Email,Customer Success,Retention Desk,Retention_Agent_5,General,Document Upload,Medium,Closed,90,11.5,24,1,0,4.3,0,0,South,Night,Manual Correction,System Configuration,SMB,Billing Queue
107640,5241,2025-03-08 11:56:00,2025-03-08 19:26:00,Portal,Customer Service,North Ops,North_Agent_3,Billing,Invoice Error,Low,Closed,152,7.5,48,1,0,3.3,0,3,East,Evening,Manual Correction,System Configuration,Enterprise,VIP Queue
107641,5396,2025-03-08 09:53:00,2025-03-08 18:35:00,Portal,Customer Service,South Ops,South_Agent_1,Account,Access Request,Low,Closed,51,8.7,48,1,0,4.2,0,0,Central,Night,Resolved,Manual Review Delay,Enterprise,Escalation Queue
107642,5983,2025-03-08 19:01:00,2025-03-10 08:19:00,Phone,Finance Ops,Billing Support,Billing_Agent_2,Technical,System Error,Medium,Closed,9,37.3,24,0,0,4.6,0,0,Central,Night,Resolved,Queue Imbalance,Mid-Market,Billing Queue
107643,8208,2025-03-08 15:06:00,2025-03-09 10:06:00,Phone,IT Support,Tech Support,Tech_Agent_8,Technical,System Error,Low,Closed,79,19.0,48,1,0,4.7,0,0,West,Evening,Resolved,System Configuration,Mid-Market,General Queue
107644,5563,2025-03-08 21:22:00,2025-03-09 17:28:00,Email,IT Support,Tech Support,Tech_Agent_7,General,Document Upload,Low,Closed,92,20.1,48,1,0,4.2,0,0,Central,Night,Manual Correction,Manual Review Delay,SMB,General Queue
107645,7725,2025-03-08 16:45:00,2025-03-09 04:33:00,Chat,IT Support,Tech Support,Tech_Agent_3,Retention,Cancellation Request,Medium,Closed,16,11.8,24,1,1,3.7,0,0,Central,Morning,Automation,Manual Review Delay,Mid-Market,General Queue
107646,8949,2025-03-08 05:57:00,2025-03-08 13:21:00,Email,Customer Service,South Ops,South_Agent_1,Account,Profile Update,Medium,Closed,34,7.4,24,1,0,5.0,0,1,East,Morning,Resolved,System Configuration,SMB,VIP Queue
107647,8100,2025-03-08 10:54:00,2025-03-09 03:42:00,Chat,Customer Service,North Ops,North_Agent_2,Retention,Service Complaint,Medium,Closed,19,16.8,24,1,0,4.5,0,2,South,Morning,Automation,Queue Imbalance,SMB,VIP Queue
107648,7164,2025-03-08 09:17:00,,Portal,Customer Success,Retention Desk,Retention_Agent_8,Billing,Payment Failure,Medium,Open,55,17.3,24,0,0,4.9,0,0,Central,Morning,Resolved,Training Gap,Enterprise,General Queue
107649,5241,2025-03-08 07:46:00,2025-03-08 23:40:00,Portal,Customer Service,North Ops,North_Agent_8,Billing,Invoice Error,Low,Closed,22,15.9,48,1,0,4.3,0,0,West,Night,Resolved,Manual Review Delay,Mid-Market,General Queue
107650,8750,2025-03-08 00:37:00,2025-03-08 03:01:00,Phone,Finance Ops,Billing Support,Billing_Agent_5,General,Document Upload,Medium,Closed,88,2.4,24,1,0,4.2,0,1,Central,Morning,Resolved,Incomplete Documentation,SMB,General Queue
107651,7705,2025-03-08 03:43:00,2025-03-08 11:43:00,Email,Customer Service,South Ops,South_Agent_2,General,Information Request,Medium,Closed,9,8.0,24,1,0,4.5,0,0,Central,Night,Resolved,Manual Review Delay,Enterprise,Billing Queue
107652,6023,2025-03-08 09:05:00,2025-03-09 12:05:00,Email,IT Support,Tech Support,Tech_Agent_3,Retention,Cancellation Request,Low,Closed,45,27.0,48,1,0,3.5,1,0,East,Night,Escalated,Training Gap,Enterprise,VIP Queue
107653,7995,2025-03-08 02:34:00,2025-03-08 09:22:00,Phone,Finance Ops,Billing Support,Billing_Agent_7,Account,Duplicate Record,Low,Closed,27,6.8,48,1,0,3.5,0,0,South,Evening,Resolved,System Configuration,Enterprise,Escalation Queue
107654,7233,2025-03-08 23:29:00,2025-03-10 00:23:00,Phone,Customer Success,Retention Desk,Retention_Agent_3,Billing,Refund Request,Low,Closed,123,24.9,48,1,0,4.2,0,1,West,Morning,Escalated,System Configuration,SMB,VIP Queue
107655,8620,2025-03-08 10:33:00,,Chat,Finance Ops,Billing Support,Billing_Agent_6,General,Follow-up,Medium,Open,56,5.8,24,0,0,4.0,0,0,Central,Night,Resolved,Training Gap,SMB,Escalation Queue
107656,7816,2025-03-08 15:44:00,2025-03-08 19:26:00,Phone,Customer Service,North Ops,North_Agent_5,Account,Access Request,High,Closed,50,3.7,12,1,0,4.9,0,0,Central,Night,Manual Correction,Queue Imbalance,SMB,Billing Queue
107657,8862,2025-03-08 07:39:00,2025-03-08 10:21:00,Chat,Customer Success,Retention Desk,Retention_Agent_3,Billing,Payment Failure,Medium,Closed,10,2.7,24,1,0,5.0,0,0,West,Night,Manual Correction,Queue Imbalance,SMB,VIP Queue
107658,7190,2025-03-08 19:20:00,2025-03-08 22:50:00,Phone,Finance Ops,Billing Support,Billing_Agent_6,Retention,Cancellation Request,Low,Resolved,48,3.5,48,1,0,3.0,1,0,East,Night,Escalated,Manual Review Delay,Mid-Market,General Queue
107659,7527,2025-03-08 14:02:00,2025-03-09 12:50:00,Email,Customer Service,South Ops,South_Agent_8,Retention,Service Complaint,Medium,Closed,24,22.8,24,1,0,4.0,1,3,Central,Evening,Escalated,Queue Imbalance,SMB,Escalation Queue
107660,7760,2025-03-08 15:37:00,2025-03-09 06:19:00,Portal,Customer Success,Retention Desk,Retention_Agent_4,Technical,Integration Error,Medium,Resolved,64,14.7,24,1,0,4.7,0,1,Central,Night,Resolved,System Configuration,Mid-Market,Escalation Queue
107661,8794,2025-03-08 15:33:00,2025-03-09 11:15:00,Phone,IT Support,Tech Support,Tech_Agent_5,Retention,Service Complaint,High,Closed,10,19.7,12,0,0,4.0,1,0,East,Evening,Escalated,Queue Imbalance,SMB,Escalation Queue
107662,8721,2025-03-08 10:54:00,2025-03-10 02:24:00,Chat,IT Support,Tech Support,Tech_Agent_6,Retention,Plan Change,Medium,Closed,184,39.5,24,0,0,3.1,1,0,East,Evening,Escalated,Queue Imbalance,Mid-Market,VIP Queue
107663,7076,2025-03-08 22:42:00,2025-03-11 02:42:00,Phone,IT Support,Tech Support,Tech_Agent_4,Technical,Integration Error,Medium,Resolved,19,52.0,24,0,0,2.8,1,0,Central,Morning,Escalated,Training Gap,Enterprise,VIP Queue
107664,5545,2025-03-08 14:02:00,2025-03-08 21:26:00,Phone,Finance Ops,Billing Support,Billing_Agent_2,Billing,Payment Failure,High,Closed,22,7.4,12,1,0,4.5,0,1,West,Night,Automation,Training Gap,SMB,Billing Queue
107665,6142,2025-03-08 19:19:00,2025-03-10 17:55:00,Email,IT Support,Tech Support,Tech_Agent_7,Technical,Login Issue,Medium,Closed,11,46.6,24,0,0,3.9,1,1,East,Evening,Escalated,Manual Review Delay,Enterprise,General Queue
107666,6656,2025-03-08 19:11:00,2025-03-11 00:17:00,Phone,Customer Service,South Ops,South_Agent_5,Retention,Service Complaint,Medium,Resolved,40,53.1,24,0,0,3.6,1,1,South,Evening,Escalated,Queue Imbalance,Mid-Market,General Queue
107667,6071,2025-03-08 18:35:00,2025-03-09 23:11:00,Email,IT Support,Tech Support,Tech_Agent_4,Technical,Integration Error,Medium,Closed,81,28.6,24,0,0,4.5,0,1,East,Morning,Manual Correction,Queue Imbalance,SMB,Technical Queue
107668,5273,2025-03-08 07:10:00,2025-03-08 16:16:00,Portal,Customer Service,South Ops,South_Agent_4,Billing,Refund Request,Medium,Resolved,101,9.1,24,1,0,4.3,0,1,West,Morning,Resolved,Training Gap,Mid-Market,General Queue
107669,7391,2025-03-08 23:13:00,2025-03-09 04:37:00,Phone,Finance Ops,Billing Support,Billing_Agent_7,General,Follow-up,Medium,Closed,61,5.4,24,1,0,4.2,0,0,West,Night,Resolved,System Configuration,Mid-Market,Escalation Queue
107670,7410,2025-03-08 23:04:00,,Phone,Customer Success,Retention Desk,Retention_Agent_1,Billing,Invoice Error,Urgent,Open,44,27.7,4,0,0,3.7,0,0,South,Evening,Resolved,Manual Review Delay,SMB,VIP Queue
107671,7140,2025-03-08 01:52:00,2025-03-08 14:04:00,Email,IT Support,Tech Support,Tech_Agent_2,General,Information Request,High,Closed,9,12.2,12,0,0,4.6,0,0,West,Evening,Manual Correction,Incomplete Documentation,Mid-Market,General Queue
107672,5280,2025-03-08 19:52:00,2025-03-09 03:16:00,Email,IT Support,Tech Support,Tech_Agent_6,General,Document Upload,High,Resolved,98,7.4,12,1,0,3.8,0,0,Central,Evening,Resolved,Training Gap,SMB,Billing Queue
107673,8165,2025-03-08 09:37:00,2025-03-08 18:31:00,Email,Customer Service,South Ops,South_Agent_2,Billing,Refund Request,High,Closed,78,8.9,12,1,1,2.9,0,2,South,Evening,Pending Third Party,Incomplete Documentation,SMB,Escalation Queue
107674,5012,2025-03-08 10:35:00,,Portal,Customer Service,North Ops,North_Agent_2,General,Follow-up,High,Open,27,10.8,12,0,0,4.1,0,0,South,Night,Resolved,System Configuration,Enterprise,VIP Queue
107675,8159,2025-03-08 15:00:00,2025-03-09 01:48:00,Phone,IT Support,Tech Support,Tech_Agent_2,Billing,Invoice Error,Low,Resolved,111,10.8,48,1,0,3.2,0,0,West,Evening,Manual Correction,Manual Review Delay,SMB,Escalation Queue
107676,6048,2025-03-08 12:52:00,2025-03-09 19:16:00,Phone,Customer Success,Retention Desk,Retention_Agent_4,Account,Access Request,Medium,Closed,91,30.4,24,0,0,4.2,0,0,West,Evening,Manual Correction,Training Gap,Enterprise,Technical Queue
107677,8823,2025-03-08 03:33:00,,Phone,Customer Service,North Ops,North_Agent_4,General,Follow-up,Medium,Open,27,13.0,24,0,0,4.5,0,1,West,Night,Resolved,Manual Review Delay,SMB,VIP Queue
107678,7485,2025-03-08 00:22:00,2025-03-09 15:34:00,Portal,IT Support,Tech Support,Tech_Agent_5,Technical,System Error,Medium,Closed,87,39.2,24,0,1,3.1,1,2,East,Morning,Escalated,System Configuration,SMB,Escalation Queue
107679,8470,2025-03-08 08:25:00,2025-03-09 13:43:00,Phone,IT Support,Tech Support,Tech_Agent_4,Billing,Invoice Error,High,Closed,17,29.3,12,0,0,4.9,0,2,Central,Evening,Manual Correction,Queue Imbalance,SMB,VIP Queue
107680,8546,2025-03-08 02:09:00,2025-03-09 03:27:00,Email,IT Support,Tech Support,Tech_Agent_2,Retention,Cancellation Request,Medium,Closed,76,25.3,24,0,1,3.7,0,2,Central,Night,Pending Third Party,Training Gap,SMB,VIP Queue
107681,8219,2025-03-08 00:14:00,2025-03-08 17:08:00,Email,Customer Service,North Ops,North_Agent_5,Retention,Cancellation Request,Medium,Closed,64,16.9,24,1,0,4.5,0,0,South,Night,Resolved,Queue Imbalance,Mid-Market,Escalation Queue
107682,8317,2025-03-08 01:32:00,2025-03-08 13:38:00,Email,Customer Success,Retention Desk,Retention_Agent_2,General,Information Request,Medium,Resolved,62,12.1,24,1,0,4.1,0,2,Central,Night,Manual Correction,Queue Imbalance,SMB,Escalation Queue
107683,5992,2025-03-08 05:53:00,2025-03-08 16:23:00,Email,Customer Success,Retention Desk,Retention_Agent_4,Billing,Invoice Error,High,Closed,43,10.5,12,1,0,4.3,0,0,Central,Night,Manual Correction,Training Gap,SMB,Escalation Queue
107684,8763,2025-03-08 01:11:00,2025-03-08 07:41:00,Chat,IT Support,Tech Support,Tech_Agent_7,Billing,Refund Request,Medium,Closed,21,6.5,24,1,0,4.7,0,0,South,Evening,Resolved,Queue Imbalance,SMB,General Queue
107685,8843,2025-03-08 10:04:00,2025-03-09 00:40:00,Chat,Customer Service,North Ops,North_Agent_4,Retention,Cancellation Request,Urgent,Resolved,108,14.6,4,0,0,4.7,0,1,East,Night,Resolved,Training Gap,SMB,Technical Queue
107686,6228,2025-03-08 11:47:00,2025-03-08 20:59:00,Phone,Customer Service,North Ops,North_Agent_8,Account,Duplicate Record,Medium,Resolved,21,9.2,24,1,0,5.0,0,0,South,Morning,Manual Correction,Queue Imbalance,Mid-Market,Billing Queue
107687,5307,2025-03-08 12:25:00,2025-03-08 23:37:00,Portal,Customer Service,South Ops,South_Agent_1,Technical,System Error,Medium,Closed,31,11.2,24,1,0,3.3,1,1,East,Evening,Escalated,Manual Review Delay,Enterprise,Escalation Queue
107688,5792,2025-03-08 14:01:00,2025-03-08 22:55:00,Phone,Customer Service,North Ops,North_Agent_7,Account,Access Request,Low,Resolved,53,8.9,48,1,0,5.0,0,1,Central,Night,Resolved,Training Gap,Mid-Market,Billing Queue
107689,7928,2025-03-08 17:29:00,2025-03-09 19:11:00,Chat,IT Support,Tech Support,Tech_Agent_7,Technical,Login Issue,Medium,Resolved,114,25.7,24,0,1,3.2,0,0,South,Night,Automation,Manual Review Delay,SMB,VIP Queue
107690,6072,2025-03-08 15:14:00,2025-03-09 04:50:00,Phone,Finance Ops,Billing Support,Billing_Agent_7,Billing,Invoice Error,Medium,Closed,68,13.6,24,1,0,4.6,0,1,West,Evening,Resolved,Training Gap,Mid-Market,Billing Queue
107691,6692,2025-03-08 19:20:00,2025-03-10 00:08:00,Email,Finance Ops,Billing Support,Billing_Agent_7,Billing,Invoice Error,Medium,Closed,69,28.8,24,0,1,3.9,0,1,South,Morning,Escalated,Training Gap,Mid-Market,VIP Queue
107692,6782,2025-03-08 13:24:00,,Phone,Finance Ops,Billing Support,Billing_Agent_3,Retention,Cancellation Request,Medium,Open,27,41.1,24,0,0,5.0,0,0,East,Night,Resolved,Training Gap,Enterprise,VIP Queue
107693,6084,2025-03-08 03:22:00,2025-03-08 17:10:00,Email,IT Support,Tech Support,Tech_Agent_8,General,Document Upload,Low,Closed,34,13.8,48,1,0,3.8,0,1,Central,Evening,Resolved,Incomplete Documentation,Enterprise,Technical Queue
107694,6125,2025-03-08 18:41:00,2025-03-10 07:47:00,Phone,Customer Service,South Ops,South_Agent_7,Account,Duplicate Record,High,Closed,54,37.1,12,0,0,3.8,0,2,Central,Night,Automation,Incomplete Documentation,SMB,Technical Queue
107695,7738,2025-03-08 19:28:00,2025-03-09 02:34:00,Chat,Customer Service,South Ops,South_Agent_4,Account,Profile Update,High,Closed,10,7.1,12,1,0,4.0,0,3,South,Morning,Manual Correction,Manual Review Delay,Mid-Market,Technical Queue
107696,8842,2025-03-08 01:20:00,2025-03-08 19:14:00,Email,Customer Service,North Ops,North_Agent_7,General,Follow-up,Medium,Resolved,78,17.9,24,1,0,4.4,0,1,West,Night,Resolved,Manual Review Delay,Enterprise,Billing Queue
107697,5402,2025-03-08 13:47:00,2025-03-08 19:47:00,Phone,Customer Success,Retention Desk,Retention_Agent_1,Account,Access Request,Medium,Closed,23,6.0,24,1,0,4.4,0,1,West,Morning,Automation,Queue Imbalance,Enterprise,VIP Queue
107698,7684,2025-03-08 10:12:00,,Chat,Customer Service,North Ops,North_Agent_7,Billing,Invoice Error,Medium,Open,26,8.0,24,0,0,4.3,0,0,Central,Morning,Resolved,Manual Review Delay,Enterprise,VIP Queue
107699,6933,2025-03-08 09:03:00,2025-03-08 12:27:00,Email,Finance Ops,Billing Support,Billing_Agent_3,Technical,Integration Error,High,Closed,39,3.4,12,1,1,3.5,0,0,Central,Night,Resolved,System Configuration,Enterprise,Escalation Queue
107700,5070,2025-03-08 05:24:00,2025-03-08 22:48:00,Portal,Customer Success,Retention Desk,Retention_Agent_7,Billing,Payment Failure,Low,Closed,114,17.4,48,1,0,4.4,0,0,South,Morning,Resolved,Manual Review Delay,Mid-Market,Escalation Queue
107701,7769,2025-03-08 08:09:00,2025-03-09 17:15:00,Email,Customer Service,North Ops,North_Agent_2,Retention,Cancellation Request,Medium,Closed,68,33.1,24,0,0,4.9,0,2,West,Night,Resolved,Queue Imbalance,SMB,Billing Queue
107702,5549,2025-03-08 19:53:00,2025-03-09 22:11:00,Phone,IT Support,Tech Support,Tech_Agent_4,Technical,System Error,Medium,Closed,93,26.3,24,0,0,4.3,0,2,East,Evening,Resolved,Training Gap,Mid-Market,VIP Queue
107703,7901,2025-03-08 20:44:00,,Chat,Customer Service,North Ops,North_Agent_4,Billing,Payment Failure,Low,Open,48,18.5,48,0,0,4.9,0,0,South,Night,Automation,Incomplete Documentation,Enterprise,General Queue
107704,8620,2025-03-08 07:13:00,2025-03-08 15:07:00,Phone,Customer Service,South Ops,South_Agent_2,General,Document Upload,Urgent,Resolved,36,7.9,4,0,0,4.9,0,1,Central,Evening,Resolved,Manual Review Delay,SMB,Billing Queue
107705,8733,2025-03-08 17:29:00,2025-03-08 23:11:00,Chat,Customer Service,South Ops,South_Agent_8,General,Information Request,Medium,Closed,138,5.7,24,1,0,4.5,0,0,West,Evening,Resolved,Queue Imbalance,Enterprise,Technical Queue
107706,7021,2025-03-08 19:28:00,2025-03-10 09:40:00,Chat,Customer Service,North Ops,North_Agent_3,Retention,Service Complaint,Low,Closed,36,38.2,48,1,0,5.0,0,3,East,Evening,Escalated,Manual Review Delay,SMB,General Queue
107707,8316,2025-03-08 16:46:00,2025-03-08 22:16:00,Chat,Customer Success,Retention Desk,Retention_Agent_3,Retention,Cancellation Request,Medium,Closed,56,5.5,24,1,0,4.0,1,0,Central,Morning,Escalated,Queue Imbalance,Enterprise,VIP Queue
107708,8874,2025-03-08 08:05:00,2025-03-08 21:53:00,Portal,Customer Service,South Ops,South_Agent_5,General,Information Request,Low,Closed,35,13.8,48,1,0,4.2,0,0,South,Night,Pending Third Party,Manual Review Delay,Mid-Market,General Queue
107709,8709,2025-03-08 07:02:00,2025-03-08 17:56:00,Email,Customer Service,South Ops,South_Agent_3,Technical,System Error,High,Closed,66,10.9,12,1,0,4.2,0,2,South,Morning,Manual Correction,Manual Review Delay,Mid-Market,Technical Queue
107710,7947,2025-03-08 18:32:00,,Email,IT Support,Tech Support,Tech_Agent_1,Technical,Integration Error,Urgent,Open,56,52.5,4,0,0,5.0,0,0,West,Night,Automation,Manual Review Delay,Mid-Market,Technical Queue
107711,7353,2025-03-08 23:37:00,2025-03-12 14:49:00,Phone,Finance Ops,Billing Support,Billing_Agent_7,Billing,Refund Request,High,Resolved,122,87.2,12,0,0,3.4,0,2,South,Morning,Resolved,System Configuration,Enterprise,Technical Queue
107712,5679,2025-03-08 14:38:00,2025-03-10 00:02:00,Phone,IT Support,Tech Support,Tech_Agent_2,Retention,Cancellation Request,Low,Closed,14,33.4,48,1,0,4.5,0,0,West,Morning,Resolved,Incomplete Documentation,Mid-Market,Escalation Queue
107713,5659,2025-03-08 13:10:00,,Chat,Customer Service,South Ops,South_Agent_6,Account,Duplicate Record,Medium,Open,38,1.9,24,0,0,4.3,0,0,Central,Evening,Automation,Training Gap,SMB,Billing Queue
107714,5868,2025-03-08 16:39:00,2025-03-09 04:51:00,Portal,IT Support,Tech Support,Tech_Agent_2,Technical,Integration Error,High,Closed,53,12.2,12,0,0,4.3,1,0,East,Night,Escalated,Manual Review Delay,SMB,Technical Queue
107715,8711,2025-03-08 05:32:00,2025-03-09 02:56:00,Phone,IT Support,Tech Support,Tech_Agent_7,Technical,Login Issue,Urgent,Resolved,22,21.4,4,0,0,3.7,1,0,West,Morning,Escalated,Queue Imbalance,Mid-Market,Technical Queue
107716,7969,2025-03-08 15:27:00,2025-03-08 18:27:00,Phone,Customer Service,South Ops,South_Agent_7,Retention,Cancellation Request,Medium,Resolved,19,3.0,24,1,0,5.0,0,0,West,Evening,Resolved,Training Gap,SMB,Escalation Queue
107717,6202,2025-03-08 08:34:00,2025-03-09 20:16:00,Chat,Customer Service,North Ops,North_Agent_2,Technical,System Error,Medium,Closed,20,35.7,24,0,0,4.9,0,0,South,Morning,Pending Third Party,Manual Review Delay,Enterprise,Escalation Queue
107718,7502,2025-03-08 16:16:00,2025-03-09 13:40:00,Phone,IT Support,Tech Support,Tech_Agent_2,General,Follow-up,Low,Closed,31,21.4,48,1,0,4.3,0,0,Central,Evening,Automation,Queue Imbalance,SMB,Technical Queue
107719,6737,2025-03-08 03:04:00,2025-03-09 08:40:00,Chat,IT Support,Tech Support,Tech_Agent_7,Account,Access Request,Medium,Closed,86,29.6,24,0,1,4.1,0,0,South,Morning,Resolved,System Configuration,SMB,Technical Queue
107720,7401,2025-03-08 11:44:00,2025-03-09 11:08:00,Phone,Finance Ops,Billing Support,Billing_Agent_1,Billing,Invoice Error,Medium,Resolved,78,23.4,24,1,0,3.9,0,0,South,Night,Resolved,System Configuration,SMB,General Queue
107721,5723,2025-03-08 11:56:00,2025-03-09 09:50:00,Chat,IT Support,Tech Support,Tech_Agent_2,Account,Profile Update,Low,Resolved,57,21.9,48,1,0,4.5,0,0,West,Night,Pending Third Party,Manual Review Delay,SMB,Billing Queue
107722,8091,2025-03-08 22:37:00,2025-03-09 06:31:00,Portal,Finance Ops,Billing Support,Billing_Agent_4,Account,Duplicate Record,Urgent,Resolved,46,7.9,4,0,0,4.4,0,1,West,Evening,Resolved,Manual Review Delay,SMB,Technical Queue
107723,8764,2025-03-08 12:35:00,2025-03-08 18:29:00,Portal,Customer Service,North Ops,North_Agent_2,General,Document Upload,High,Resolved,49,5.9,12,1,0,5.0,0,0,Central,Night,Automation,System Configuration,Mid-Market,Escalation Queue
107724,5558,2025-03-08 09:00:00,2025-03-09 05:42:00,Phone,IT Support,Tech Support,Tech_Agent_5,Retention,Service Complaint,Medium,Closed,158,20.7,24,1,0,4.6,0,0,Central,Night,Pending Third Party,System Configuration,Mid-Market,Technical Queue
107725,6418,2025-03-08 14:27:00,2025-03-09 03:57:00,Email,IT Support,Tech Support,Tech_Agent_3,Billing,Refund Request,Urgent,Resolved,133,13.5,4,0,0,3.2,1,1,Central,Morning,Escalated,Incomplete Documentation,SMB,VIP Queue
107726,7700,2025-03-08 10:15:00,2025-03-09 03:51:00,Portal,Customer Service,South Ops,South_Agent_8,Technical,Login Issue,High,Closed,70,17.6,12,0,0,3.8,0,1,East,Evening,Manual Correction,Incomplete Documentation,Mid-Market,General Queue
107727,5675,2025-03-08 18:42:00,2025-03-08 23:06:00,Chat,Finance Ops,Billing Support,Billing_Agent_1,General,Follow-up,Medium,Closed,75,4.4,24,1,0,4.9,0,0,South,Night,Manual Correction,System Configuration,SMB,Technical Queue
107728,5704,2025-03-08 03:59:00,2025-03-10 16:23:00,Phone,Customer Success,Retention Desk,Retention_Agent_7,Technical,System Error,High,Closed,92,60.4,12,0,0,4.8,0,0,West,Morning,Manual Correction,Training Gap,Mid-Market,Technical Queue
107729,8503,2025-03-08 01:45:00,,Email,IT Support,Tech Support,Tech_Agent_4,General,Information Request,Medium,Open,58,5.4,24,0,0,4.3,0,0,Central,Night,Pending Third Party,System Configuration,SMB,Billing Queue
107730,7432,2025-03-08 17:08:00,2025-03-09 19:08:00,Email,Customer Service,North Ops,North_Agent_7,Retention,Plan Change,Medium,Closed,51,26.0,24,0,0,3.6,1,0,West,Morning,Escalated,Incomplete Documentation,SMB,General Queue
107731,5471,2025-03-08 06:02:00,2025-03-08 21:44:00,Phone,Customer Success,Retention Desk,Retention_Agent_3,Technical,System Error,Medium,Closed,48,15.7,24,1,0,4.0,0,2,Central,Night,Automation,Incomplete Documentation,Mid-Market,Escalation Queue
107732,7780,2025-03-08 21:40:00,2025-03-09 10:04:00,Portal,Finance Ops,Billing Support,Billing_Agent_4,Technical,Login Issue,Low,Closed,14,12.4,48,1,1,3.4,0,2,South,Evening,Resolved,Manual Review Delay,SMB,Escalation Queue
107733,8544,2025-03-08 05:21:00,2025-03-09 11:09:00,Chat,Customer Service,North Ops,North_Agent_7,Technical,Login Issue,Medium,Closed,21,29.8,24,0,0,5.0,0,0,West,Night,Resolved,Training Gap,SMB,Escalation Queue
107734,5063,2025-03-08 02:57:00,2025-03-09 09:27:00,Chat,Customer Service,North Ops,North_Agent_7,Technical,System Error,Medium,Closed,53,30.5,24,0,0,3.7,1,1,West,Morning,Escalated,Training Gap,Enterprise,VIP Queue
107735,7343,2025-03-08 12:19:00,2025-03-08 20:07:00,Phone,Customer Success,Retention Desk,Retention_Agent_1,General,Information Request,Medium,Resolved,111,7.8,24,1,0,3.7,0,0,West,Evening,Resolved,Training Gap,SMB,Escalation Queue
107736,5950,2025-03-08 14:43:00,2025-03-10 12:01:00,Portal,Finance Ops,Billing Support,Billing_Agent_7,Technical,Login Issue,Medium,Resolved,47,45.3,24,0,0,4.0,0,1,West,Morning,Manual Correction,Manual Review Delay,Mid-Market,Technical Queue
107737,6939,2025-03-08 22:08:00,2025-03-09 12:32:00,Chat,Customer Service,North Ops,North_Agent_2,General,Information Request,Low,Closed,45,14.4,48,1,0,5.0,0,1,Central,Morning,Resolved,Incomplete Documentation,Mid-Market,Billing Queue
107738,8223,2025-03-08 16:44:00,2025-03-09 01:20:00,Email,IT Support,Tech Support,Tech_Agent_4,General,Information Request,Medium,Resolved,62,8.6,24,1,0,4.3,0,0,South,Morning,Escalated,Manual Review Delay,Enterprise,VIP Queue
107739,5055,2025-03-08 10:01:00,2025-03-09 09:19:00,Email,Customer Success,Retention Desk,Retention_Agent_8,Account,Profile Update,Medium,Closed,47,23.3,24,1,0,4.7,0,2,South,Night,Resolved,Queue Imbalance,Mid-Market,Billing Queue
107740,5345,2025-03-08 03:59:00,2025-03-09 11:29:00,Chat,Customer Service,North Ops,North_Agent_4,General,Follow-up,Urgent,Resolved,14,31.5,4,0,0,3.7,0,0,West,Morning,Automation,System Configuration,Mid-Market,Escalation Queue
107741,7389,2025-03-08 00:44:00,2025-03-08 13:08:00,Phone,IT Support,Tech Support,Tech_Agent_7,Retention,Cancellation Request,Urgent,Resolved,66,12.4,4,0,0,4.6,0,0,East,Night,Manual Correction,Training Gap,SMB,Technical Queue
107742,5450,2025-03-08 03:30:00,,Chat,Customer Success,Retention Desk,Retention_Agent_6,Account,Profile Update,Urgent,Open,23,7.4,4,0,0,4.3,0,0,South,Night,Pending Third Party,Training Gap,SMB,General Queue
107743,7000,2025-03-08 17:05:00,2025-03-08 20:53:00,Phone,Customer Service,South Ops,South_Agent_2,Retention,Service Complaint,Urgent,Resolved,43,3.8,4,1,0,4.6,0,0,West,Evening,Resolved,Queue Imbalance,SMB,Billing Queue
107744,8091,2025-03-08 22:37:00,2025-03-09 12:49:00,Portal,Finance Ops,Billing Support,Billing_Agent_3,General,Document Upload,High,Closed,14,14.2,12,0,0,4.0,0,0,Central,Morning,Resolved,Training Gap,SMB,Technical Queue
107745,7134,2025-03-08 17:16:00,2025-03-09 13:28:00,Phone,Customer Success,Retention Desk,Retention_Agent_3,General,Follow-up,Medium,Resolved,52,20.2,24,1,0,4.3,0,0,West,Evening,Escalated,System Configuration,Mid-Market,Billing Queue
